timestamp,src_mac,dst_mac,src_ip,dst_ip,src_port,dst_port,proto,length
2024-07-03 10:28:33.915405,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,89
2024-07-03 10:28:33.946691,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,66
2024-07-03 10:28:33.946691,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,583
2024-07-03 10:28:33.962282,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,60242.0,6.0,54
2024-07-03 10:28:33.962282,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,422
2024-07-03 10:28:34.012751,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,70
2024-07-03 10:28:34.062025,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,86
2024-07-03 10:28:34.097184,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,66
2024-07-03 10:28:34.153063,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.153063,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.168708,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,85
2024-07-03 10:28:34.168708,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.182709,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.182709,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,85
2024-07-03 10:28:34.182709,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.198330,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.198330,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,85
2024-07-03 10:28:34.198330,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.198330,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.198330,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,85
2024-07-03 10:28:34.198330,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.213959,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1214
2024-07-03 10:28:34.213959,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,85
2024-07-03 10:28:34.296471,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.296471,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.296471,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,85
2024-07-03 10:28:34.362574,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,83
2024-07-03 10:28:34.362574,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.546178,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1223
2024-07-03 10:28:34.546178,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,87
2024-07-03 10:28:34.546178,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,87
2024-07-03 10:28:34.561805,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.580699,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,71
2024-07-03 10:28:34.596345,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,85
2024-07-03 10:28:34.596345,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,1242
2024-07-03 10:28:34.596345,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,86
2024-07-03 10:28:34.732302,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,452
2024-07-03 10:28:34.732302,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,66
2024-07-03 10:28:34.747948,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,172.67.219.33,192.168.147.112,443.0,59198.0,17.0,831
2024-07-03 10:28:34.781681,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,172.67.219.33,59198.0,443.0,17.0,86
2024-07-03 10:28:35.693740,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,5.251.129.188,6881.0,6881.0,17.0,146
2024-07-03 10:28:35.978239,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,5.251.129.188,192.168.147.112,6881.0,6881.0,17.0,351
2024-07-03 10:28:36.044404,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,140.82.113.25,60214.0,443.0,6.0,55
2024-07-03 10:28:36.262467,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,140.82.113.25,192.168.147.112,443.0,60214.0,6.0,66
2024-07-03 10:28:37.791517,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,20.199.120.182,57719.0,443.0,6.0,155
2024-07-03 10:28:37.929179,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,20.199.120.182,192.168.147.112,443.0,57719.0,6.0,225
2024-07-03 10:28:37.978843,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,20.199.120.182,57719.0,443.0,6.0,54
2024-07-03 10:28:39.223497,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,142.250.200.78,60318.0,443.0,6.0,55
2024-07-03 10:28:39.307130,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,142.250.200.78,192.168.147.112,443.0,60318.0,6.0,66
2024-07-03 10:28:39.373108,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,142.250.200.78,60317.0,443.0,6.0,55
2024-07-03 10:28:39.490497,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,142.250.200.78,192.168.147.112,443.0,60317.0,6.0,66
2024-07-03 10:28:40.705712,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,123.203.18.67,6881.0,19124.0,17.0,146
2024-07-03 10:28:41.436583,9c:ad:97:ac:0e:d6,01:00:5e:7f:ff:fa,192.168.147.112,239.255.255.250,51251.0,1900.0,17.0,217
2024-07-03 10:28:41.488087,9c:ad:97:ac:0e:d6,01:00:5e:7f:ff:fa,192.168.147.112,239.255.255.250,51252.0,1900.0,17.0,217
2024-07-03 10:28:42.172373,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,20.250.77.142,192.168.147.112,443.0,57748.0,6.0,113
2024-07-03 10:28:42.172373,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,20.250.77.142,57748.0,443.0,6.0,120
2024-07-03 10:28:42.203646,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,20.250.77.142,192.168.147.112,443.0,57748.0,6.0,113
2024-07-03 10:28:42.219341,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,20.250.77.142,57748.0,443.0,6.0,66
2024-07-03 10:28:42.219341,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,,,,,,42
2024-07-03 10:28:42.322047,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,,,,,,42
2024-07-03 10:28:42.322047,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,2.17.211.168,192.168.147.112,443.0,54638.0,17.0,73
2024-07-03 10:28:42.355995,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,2.17.211.168,54638.0,443.0,17.0,74
2024-07-03 10:28:42.406907,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,20.250.77.142,192.168.147.112,443.0,57748.0,6.0,54
2024-07-03 10:28:42.453810,9c:ad:97:ac:0e:d6,01:00:5e:7f:ff:fa,192.168.147.112,239.255.255.250,51251.0,1900.0,17.0,217
2024-07-03 10:28:42.504850,9c:ad:97:ac:0e:d6,01:00:5e:7f:ff:fa,192.168.147.112,239.255.255.250,51252.0,1900.0,17.0,217
2024-07-03 10:28:42.554789,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,104.18.32.115,192.168.147.112,443.0,49260.0,6.0,78
2024-07-03 10:28:42.554789,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,104.18.32.115,49260.0,443.0,6.0,82
2024-07-03 10:28:42.692685,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,104.18.32.115,192.168.147.112,443.0,49260.0,6.0,54
2024-07-03 10:28:43.035472,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,192.168.147.67,60259.0,53.0,17.0,78
2024-07-03 10:28:43.051124,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,192.168.147.67,58467.0,53.0,17.0,78
2024-07-03 10:28:43.105514,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,192.168.147.67,192.168.147.112,53.0,60259.0,17.0,249
2024-07-03 10:28:43.121137,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,192.168.147.67,192.168.147.112,53.0,58467.0,17.0,196
2024-07-03 10:28:43.303692,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,66
2024-07-03 10:28:43.303692,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,66
2024-07-03 10:28:43.471489,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,54
2024-07-03 10:28:43.471489,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,1494
2024-07-03 10:28:43.471489,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,650
2024-07-03 10:28:43.471489,9c:ad:97:ac:0e:d6,01:00:5e:7f:ff:fa,192.168.147.112,239.255.255.250,51251.0,1900.0,17.0,217
2024-07-03 10:28:43.487114,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,54
2024-07-03 10:28:43.487114,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,1514
2024-07-03 10:28:43.518360,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,1514
2024-07-03 10:28:43.518360,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,54
2024-07-03 10:28:43.518360,9c:ad:97:ac:0e:d6,01:00:5e:7f:ff:fa,192.168.147.112,239.255.255.250,51252.0,1900.0,17.0,217
2024-07-03 10:28:43.518360,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,1514
2024-07-03 10:28:43.518360,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,1514
2024-07-03 10:28:43.534114,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,54
2024-07-03 10:28:43.534114,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,110
2024-07-03 10:28:43.549608,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,212
2024-07-03 10:28:43.549608,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,153
2024-07-03 10:28:44.004594,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,1494
2024-07-03 10:28:44.004594,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,862
2024-07-03 10:28:44.004594,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,1256
2024-07-03 10:28:44.004594,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,54
2024-07-03 10:28:44.020217,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,54
2024-07-03 10:28:44.022360,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,54
2024-07-03 10:28:44.022360,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,396
2024-07-03 10:28:44.119831,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,123
2024-07-03 10:28:44.119831,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,54
2024-07-03 10:28:44.119831,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,92
2024-07-03 10:28:44.119831,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,523
2024-07-03 10:28:44.135454,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,186
2024-07-03 10:28:44.135454,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,54
2024-07-03 10:28:44.135454,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,92
2024-07-03 10:28:44.184529,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,204.79.197.239,60326.0,443.0,6.0,54
2024-07-03 10:28:44.486814,9c:ad:97:ac:0e:d6,01:00:5e:7f:ff:fa,192.168.147.112,239.255.255.250,51251.0,1900.0,17.0,217
2024-07-03 10:28:44.520743,9c:ad:97:ac:0e:d6,01:00:5e:7f:ff:fa,192.168.147.112,239.255.255.250,51252.0,1900.0,17.0,217
2024-07-03 10:28:44.586301,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,204.79.197.239,192.168.147.112,443.0,60326.0,6.0,54
2024-07-03 10:28:45.034786,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,2.17.211.168,192.168.147.112,443.0,54638.0,17.0,66
2024-07-03 10:28:45.034786,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,2.17.211.168,54638.0,443.0,17.0,110
2024-07-03 10:28:45.367487,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,142.250.71.163,60319.0,443.0,6.0,55
2024-07-03 10:28:45.701452,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,142.250.71.163,192.168.147.112,443.0,60319.0,6.0,66
2024-07-03 10:28:45.717073,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,126.56.195.172,6881.0,6881.0,17.0,146
2024-07-03 10:28:46.068698,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,126.56.195.172,192.168.147.112,6881.0,6881.0,17.0,351
2024-07-03 10:28:46.200445,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,104.18.32.115,192.168.147.112,443.0,49263.0,6.0,78
2024-07-03 10:28:46.200445,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,104.18.32.115,49263.0,443.0,6.0,82
2024-07-03 10:28:46.302701,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,104.18.32.115,192.168.147.112,443.0,49263.0,6.0,54
2024-07-03 10:28:46.534807,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,142.250.71.163,60320.0,443.0,6.0,55
2024-07-03 10:28:46.885783,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,142.250.71.163,192.168.147.112,443.0,60320.0,6.0,66
2024-07-03 10:28:47.949818,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,126.77.240.179,6881.0,6881.0,17.0,157
2024-07-03 10:28:47.949818,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,218.234.100.8,6881.0,7956.0,17.0,157
2024-07-03 10:28:48.145213,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,100.36.30.18,6881.0,6881.0,17.0,157
2024-07-03 10:28:48.145213,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,188.227.10.169,6881.0,4207.0,17.0,157
2024-07-03 10:28:48.160873,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,220.72.234.21,6881.0,7721.0,17.0,157
2024-07-03 10:28:48.160873,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,188.227.10.169,192.168.147.112,4207.0,6881.0,17.0,163
2024-07-03 10:28:48.167134,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,14.44.51.48,6881.0,40934.0,17.0,157
2024-07-03 10:28:48.167134,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,100.36.30.18,192.168.147.112,6881.0,6881.0,17.0,361
2024-07-03 10:28:48.316157,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,192.0.203.234,6881.0,3133.0,17.0,157
2024-07-03 10:28:48.331784,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,186.22.13.61,6881.0,18690.0,17.0,157
2024-07-03 10:28:48.331784,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,178.47.188.218,6881.0,51967.0,17.0,157
2024-07-03 10:28:48.331784,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,86.221.26.21,6881.0,51413.0,17.0,157
2024-07-03 10:28:48.349742,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,126.77.240.179,192.168.147.112,6881.0,6881.0,17.0,377
2024-07-03 10:28:48.365382,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,182.176.113.26,6881.0,1025.0,17.0,146
2024-07-03 10:28:48.365382,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,182.176.113.26,6881.0,1027.0,17.0,146
2024-07-03 10:28:48.365382,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,84.79.244.204,6881.0,38922.0,17.0,157
2024-07-03 10:28:48.365382,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,176.29.163.191,6881.0,10281.0,17.0,157
2024-07-03 10:28:48.365382,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,62.227.17.41,6881.0,13170.0,17.0,157
2024-07-03 10:28:48.365382,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,130.193.223.163,6881.0,41296.0,17.0,157
2024-07-03 10:28:48.365382,9c:ad:97:ac:0e:d6,ea:0b:aa:a5:46:e1,192.168.147.112,102.64.216.230,6881.0,3211.0,17.0,157
2024-07-03 10:28:48.365382,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,220.72.234.21,192.168.147.112,7721.0,6881.0,17.0,361
2024-07-03 10:28:48.396628,ea:0b:aa:a5:46:e1,9c:ad:97:ac:0e:d6,218.234.100.8,192.168.147.112,7956.0,6881.0,17.0,361
